YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,D-J-F,M-A-M,J-J-A,S-O-N,metANN
1977,-3.87,-5.76,-4.72,-2.84,1.60,4.30,8.36,7.10,2.13,-1.81,-2.26,-6.59,-4.46,-1.99,6.59,-0.65,-0.13
1978,-9.44,-5.58,-9.76,-3.48,-1.05,1.89,6.79,6.35,3.96,-1.48,-7.26,-0.66,-7.20,-4.76,5.01,-1.59,-2.14
1979,-5.22,-4.91,-7.66,-1.56,1.74,3.34,6.04,6.38,3.62,-0.65,-6.61,-8.06,-3.60,-2.49,5.25,-1.21,-0.51
1980,-3.25,-6.96,-5.38,-6.02,0.86,3.18,6.52,6.68,3.72,-0.05,-2.88,-6.25,-6.09,-3.51,5.46,0.26,-0.97
1981,-7.02,-9.20,-5.81,-4.40,-0.53,4.20,6.81,5.41,3.86,-1.39,-5.50,-4.46,-7.49,-3.58,5.47,-1.01,-1.65
1982,-5.48,-13.66,-11.60,-5.50,-1.37,2.86,4.71,4.11,0.59,-2.35,-6.80,-10.43,-7.87,-6.16,3.89,-2.85,-3.25
1983,-18.75,-12.64,-13.94,-5.16,-1.12,3.59,4.97,3.85,1.47,-2.61,-5.58,-7.04,-13.94,-6.74,4.14,-2.24,-4.70
1984,-19.64,-20.08,-8.84,-8.36,-1.04,3.10,7.81,4.51,2.54,-2.38,-3.89,-10.15,-15.59,-6.08,5.14,-1.24,-4.44
1985,-2.69,-6.89,-6.67,-2.83,2.87,5.36,6.56,6.11,4.38,-1.08,-2.30,-1.68,-6.58,-2.21,6.01,0.33,-0.61
1986,-5.63,-1.05,-10.04,-4.13,-0.09,2.88,6.56,6.94,4.66,-3.19,-7.82,-9.39,-2.79,-4.75,5.46,-2.12,-1.05
1987,-7.60,-9.79,-8.97,-6.45,-0.12,5.99,5.65,8.28,3.78,-1.47,-3.78,-7.18,-8.93,-5.18,6.64,-0.49,-1.99
1988,-8.57,-5.33,-5.47,-4.13,-0.49,3.71,5.74,6.22,3.29,-0.18,-3.00,-7.38,-7.03,-3.36,5.22,0.04,-1.28
